CaseNbr	Category	latitude	longitude	time
1000469	SERVICE	34.028700	-118.283530	734179.052083
1000501	SERVICE	34.027210	-118.279660	734181.770833
1000559	SERVICE	34.024333	-118.283966	734186.461806
1000618	SERVICE	34.023890	-118.288746	734190.361111
1000619	SERVICE	34.026672	-118.284165	734191.675000
1000631	SERVICE	34.026684	-118.281777	734192.555556
1000649	SERVICE	34.022334	-118.282518	734193.659722
1000684	SERVICE	34.030130	-118.281160	734195.156250
1000687	SERVICE	34.020289	-118.290330	734185.284722
1000705	SERVICE	34.019896	-118.281609	734196.416667
1000716	SERVICE	34.028379	-118.290316	734197.113889
1000743	SERVICE	34.022181	-118.284466	734199.520833
1000766	SERVICE	34.062052	-118.201433	734200.541667
1000767	BURGLARY	34.019162	-118.285562	734201.666667
1000834	SERVICE	34.027030	-118.279350	734206.416667
1000842	SERVICE	34.021103	-118.281659	734207.122917
1000850	SERVICE	34.060481	-118.204068	734206.708333
1000866	SERVICE	34.020598	-118.286592	734207.520833
1000875	SERVICE	34.027386	-118.283957	734209.284722
1000984	SERVICE	34.024775	-118.287983	734220.625000
1000985	SERVICE	34.023115	-118.284308	734221.371528
1000999	SERVICE	34.062052	-118.201433	734221.791667
1001004	SERVICE	34.019592	-118.282498	734221.895833
1001018	SERVICE	34.031054	-118.287451	734212.000694
1001024	ASSAULT	34.028379	-118.290316	734224.090278
1001061	SERVICE	34.030793	-118.287584	734212.083333
1001082	SERVICE	34.022083	-118.281584	734228.609028
1001087	SERVICE	34.027500	-118.280290	734207.291667
1001092	SERVICE	34.062399	-118.202007	734228.354167
1001095	SERVICE	34.020133	-118.288242	734229.567361
1001097	SERVICE	0.000000	-0.000000	734229.770833
1001110	SERVICE	34.029537	-118.285043	734230.125000
1001125	SERVICE	34.019983	-118.282509	734232.905556
1000484	BURGLARY	34.021103	-118.281659	734180.565278
1000540	BURGLARY	34.016669	-118.281801	734184.422917
1000548	BURGLARY	34.028410	-118.282930	734181.500000
1000592	BURGLARY	34.020289	-118.290330	734189.770833
1000822	BURGLARY	34.018831	-118.289536	734205.583333
1000833	BURGLARY	34.020598	-118.286592	734205.895833
1000937	BURGLARY	34.031301	-118.285165	734217.708333
1001026	BURGLARY	34.021301	-118.288016	734223.909722
1001034	BURGLARY	34.031959	-118.288965	734224.166667
1001215	ROBBERY	34.018303	-118.283409	734239.138194
1001238	BURGLARY	34.024521	-118.283973	734240.711111
1001398	BURGLARY	34.018831	-118.289536	734252.479167
1001400	BURGLARY	34.018831	-118.289536	734252.437500
1001503	SERVICE	34.062425	-118.203742	734259.902778
1001517	BURGLARY	34.020622	-118.288294	734260.166667
1001594	BURGLARY	34.020598	-118.286592	734266.674306
1001656	THEFT-GRAND AUTO	34.024036	-118.281533	734271.757639
1001685	BURGLARY	34.020240	-118.289118	734274.934722
1001688	BURGLARY	34.018723	-118.285236	734274.843750
1001734	BURGLARY	34.032928	-118.276850	734280.437500
1001765	BURGLARY	34.027330	-118.285950	734284.864583
1001773	BURGLARY	34.032379	-118.280529	734285.854167
1001802	BURGLARY	34.024770	-118.280380	734289.885417
1001829	BURGLARY	34.022181	-118.284466	734293.500000
1001833	BURGLARY	34.027330	-118.286150	734296.708333
1001875	ROBBERY	34.025646	-118.296234	734302.645833
1001885	BURGLARY	34.016727	-118.279450	734299.416667
1001888	BURGLARY	34.025524	-118.287581	734300.958333
1001916	ROBBERY	34.027418	-118.288220	734306.972222
1001917	ROBBERY	34.021111	-118.284830	734306.979167
1001919	BURGLARY	34.028263	-118.288558	734306.458333
1001926	BURGLARY	34.018818	-118.287424	734307.916667
1001968	BURGLARY	34.032258	-118.282636	734314.625000
1001970	BURGLARY	34.018723	-118.285236	734315.059028
1001142	SERVICE	34.018818	-118.287424	734234.010417
1001157	SERVICE	34.021475	-118.282179	734234.684028
1001159	SERVICE	34.019351	-118.282112	734235.017361
1001172	SERVICE	0.000000	-0.000000	734235.958333
1001173	SERVICE	34.027480	-118.290430	734236.347222
1001180	SERVICE	34.020137	-118.296874	734234.500000
1001200	SERVICE	34.025683	-118.281655	734237.968750
1001218	SERVICE	34.117195	-118.290978	734239.541667
1001300	SERVICE	34.023218	-118.289656	734245.645833
1001311	SERVICE	34.018764	-118.282887	734247.430556
1001334	SERVICE	34.090220	-118.212037	734187.769444
1001344	SERVICE	34.027980	-118.278965	734249.069444
1001362	SERVICE	34.027540	-118.280960	734250.500000
1001366	SERVICE	34.062052	-118.201433	734250.500000
1001392	SERVICE	34.027386	-118.283957	734434.916667
1001409	SERVICE	0.000000	-0.000000	734253.825694
1001424	SERVICE	34.021650	-118.280593	734250.875000
1001441	SERVICE	34.090220	-118.212037	734222.625000
1001444	SERVICE	34.026267	-118.288365	734256.007639
1001508	SERVICE	34.026267	-118.288365	734259.958333
1001525	SERVICE	34.062052	-118.201433	734255.791667
1001542	SERVICE	34.021571	-118.283749	734257.666667
1001576	SERVICE	34.029891	-118.290465	734265.375000
1001593	SERVICE	34.028790	-118.283423	734266.137500
1001626	SERVICE	34.021103	-118.281659	734269.968750
1001647	SERVICE	34.018855	-118.285768	734244.375000
1001696	SERVICE	34.028290	-118.282594	734276.229167
1001736	SERVICE	34.062052	-118.201433	734280.437500
1001769	SERVICE	34.062052	-118.201433	734284.270833
1001770	SERVICE	34.062052	-118.201433	734285.395833
1001777	SERVICE	34.018718	-118.284338	734247.500000
1001783	SERVICE	34.030363	-118.292483	734287.135417
1001809	SERVICE	34.061104	-118.205596	734292.447917
1001979	BURGLARY	34.028540	-118.282420	734302.291667
1002053	BURGLARY	34.028780	-118.283040	734324.134028
1002131	BURGLARY	34.028290	-118.282594	734335.625000
1002164	BURGLARY	34.032442	-118.288633	734341.895833
1002181	BURGLARY	34.032056	-118.286665	734343.760417
1002189	BURGLARY	34.021571	-118.283749	734345.645833
1002208	THEFT-GRAND AUTO	34.018303	-118.283409	734348.375000
1002230	BURGLARY	34.018665	-118.286794	734349.708333
1002243	BURGLARY	34.090220	-118.212037	734353.354167
1002248	BURGLARY	34.027110	-118.282540	734354.041667
1002276	BURGLARY	34.025062	-118.284092	734358.180556
1002301	BURGLARY	34.032160	-118.282000	734361.897917
1002309	BURGLARY	34.027470	-118.280720	734362.486111
1002339	BURGLARY	34.032928	-118.276850	734365.708333
1002349	BURGLARY	34.028410	-118.282930	734367.958333
1002379	BURGLARY	34.025952	-118.284165	734369.176389
1002384	BURGLARY	34.031179	-118.286333	734368.489583
1002459	BURGLARY	34.030981	-118.290133	734372.750000
1002486	BURGLARY	34.029891	-118.290465	734375.793056
1002542	BURGLARY	34.028700	-118.283530	734378.989583
1002611	BURGLARY	34.018855	-118.285768	734382.750000
1002719	BURGLARY	34.025952	-118.284165	734390.048611
1002775	BURGLARY	34.021103	-118.281659	734392.281250
1002777	BURGLARY	34.028537	-118.289752	734391.937500
1002797	THEFT-GRAND AUTO	34.030500	-118.282370	734393.625000
1002881	BURGLARY	34.024125	-118.259416	734398.834722
1002912	ROBBERY	34.020863	-118.292581	734400.795139
1002986	SERVICE	34.062052	-118.201433	734405.659722
1003000	BURGLARY	34.024611	-118.281022	734406.041667
1003015	SERVICE	34.025524	-118.287581	734407.965278
1003059	THEFT-GRAND AUTO	34.029076	-118.287598	734410.791667
1003093	BURGLARY	34.021103	-118.281659	734413.743056
1003255	BURGLARY	34.019354	-118.287085	734419.500000
1003289	BURGLARY	34.019354	-118.287085	734420.409722
1001817	SERVICE	34.021103	-118.281659	734285.708333
1001819	SERVICE	34.019162	-118.285562	734282.364583
1001834	SERVICE	34.062052	-118.201433	734212.708333
1001843	SERVICE	34.022181	-118.284466	734294.333333
1001861	SERVICE	34.016446	-118.257470	734300.659722
1001868	SERVICE	34.029290	-118.281490	734300.291667
1001927	SERVICE	34.029341	-118.287432	734308.125000
1001935	SERVICE	34.022765	-118.287898	734310.761806
1001978	SERVICE	34.017690	-118.281912	734315.979167
1001995	SERVICE	34.020732	-118.287871	734312.708333
1002013	SERVICE	34.062580	-118.202705	734320.375000
1002019	SERVICE	34.034324	-118.279396	734320.927083
1002061	SERVICE	34.018175	-118.281379	734325.541667
1002062	SERVICE	34.021364	-118.286433	734327.760417
1002077	SERVICE	34.017950	-118.253384	734321.666667
1002087	SERVICE	34.019871	-118.286099	734332.500000
1002093	SERVICE	34.026568	-118.284165	734332.354167
1002096	SERVICE	34.025646	-118.296234	734325.875000
1002121	SERVICE	34.018718	-118.284338	734335.962500
1002130	SERVICE	34.027470	-118.280720	734336.375000
1002171	SERVICE	34.027432	-118.287786	734342.666667
1002187	SERVICE	34.025182	-118.282720	734345.677083
1002196	SERVICE	34.022628	-118.283844	734346.625000
1002237	SERVICE	34.025683	-118.281655	734353.301389
1002254	SERVICE	34.016727	-118.279450	734354.930556
1002289	SERVICE	34.024916	-118.288297	734359.479167
1002293	SERVICE	34.061739	-118.202425	734358.500000
1002308	SERVICE	34.062052	-118.201433	734362.593750
1002322	SERVICE	34.020289	-118.290330	734365.000694
1002324	SERVICE	34.061416	-118.204854	734365.565972
1002340	SERVICE	34.019280	-118.278486	734367.047917
1002342	SERVICE	34.032928	-118.276850	734365.645833
1002357	SERVICE	0.000000	-0.000000	734367.101389
1003374	BURGLARY	34.032928	-118.276850	734427.232639
1003403	BURGLARY	34.022195	-118.296303	734428.747917
1003405	BURGLARY	34.019464	-118.284161	734426.708333
1003511	BURGLARY	34.027250	-118.280160	734434.125000
1003514	BURGLARY	34.027350	-118.287170	734434.249306
1003516	BURGLARY	34.032928	-118.276850	734434.166667
1003553	BURGLARY	34.032928	-118.276850	734436.750000
1003640	BURGLARY	34.027360	-118.287880	734441.062500
1003642	BURGLARY	34.031118	-118.290133	734441.708333
1003767	BURGLARY	34.021963	-118.292428	734447.423611
1003779	ROBBERY	34.022195	-118.296303	734448.118056
1003780	ROBBERY	34.026980	-118.281808	734448.125694
1003790	BURGLARY	34.014931	-118.254431	734448.694444
1003793	BURGLARY	34.014943	-118.254466	734448.694444
1003808	SERVICE	0.000000	-0.000000	734449.135417
1003921	PROPERTY	34.064421	-118.202333	734453.312500
1003968	BURGLARY	34.025683	-118.281655	734459.635417
1003973	BURGLARY	34.032928	-118.276850	734460.768750
1004003	BURGLARY	34.032928	-118.276850	734461.934028
1004005	BURGLARY	34.023457	-118.255956	734461.791667
1004008	BURGLARY	34.017950	-118.253384	734462.062500
1004021	BURGLARY	34.025683	-118.281655	734461.833333
1004073	BURGLARY	34.019209	-118.292653	734468.842361
1004078	BURGLARY	34.021737	-118.294053	734469.541667
1004123	ROBBERY	34.018303	-118.283409	734472.440972
1004134	BURGLARY	34.017299	-118.254599	734472.876389
1004142	BURGLARY	34.029558	-118.288965	734473.291667
1004180	BURGLARY	34.032191	-118.286665	734474.812500
1004189	PROPERTY	34.028440	-118.280744	734475.500000
1004212	BURGLARY	34.017305	-118.253898	734477.500000
1004361	BURGLARY	34.090220	-118.212037	734488.500000
1004385	BURGLARY	34.031602	-118.287615	734494.072222
1004390	BURGLARY	34.029550	-118.281460	734493.229167
1004397	BURGLARY	34.090220	-118.212037	734494.375000
1004398	BURGLARY	34.032928	-118.276850	734495.996528
1002457	SERVICE	34.028886	-118.281301	734372.500000
1002514	SERVICE	34.024333	-118.283966	734376.437500
1002595	SERVICE	34.025524	-118.287581	734375.750000
1002624	SERVICE	34.031434	-118.294574	734383.923611
1002631	SERVICE	34.021817	-118.279977	734374.208333
1002756	SERVICE	34.027480	-118.287480	734391.687500
1002771	SERVICE	34.021475	-118.282179	734392.979167
1002814	SERVICE	34.018303	-118.283409	734395.989583
1002910	SERVICE	34.022181	-118.284466	734400.562500
1002925	SERVICE	34.062052	-118.201433	734401.541667
1003027	SERVICE	34.027386	-118.283957	734408.708333
1003043	SERVICE	34.062580	-118.202705	734410.364583
1003062	SERVICE	34.020240	-118.289118	734404.750000
1003097	SERVICE	34.024916	-118.288297	734413.923611
1003111	SERVICE	34.062052	-118.201433	734411.934028
1003126	SERVICE	34.013841	-118.282965	734415.552083
1003128	SERVICE	0.000000	-0.000000	734354.660417
1003199	SERVICE	34.027790	-118.276090	734416.708333
1003226	SERVICE	0.000000	-0.000000	734418.364583
1003308	SERVICE	34.066581	-118.196010	734422.687500
1003313	SERVICE	34.033737	-118.284975	734424.465278
1003326	SERVICE	34.062052	-118.201433	734423.489583
1003358	SERVICE	34.062052	-118.201433	734425.604167
1003454	SERVICE	34.020230	-118.290650	734430.579861
1003461	SERVICE	34.025646	-118.296234	734431.083333
1003468	SERVICE	34.019274	-118.290295	734431.711111
1003469	SERVICE	34.021817	-118.279977	734431.733333
1003503	SERVICE	34.019247	-118.276105	734433.878472
1003513	INCIDENT	34.021124	-118.280948	734434.083333
1003517	SERVICE	34.021765	-118.282861	734433.791667
1003531	SERVICE	34.028954	-118.278704	734435.631944
1003536	SERVICE	0.000000	-0.000000	734433.583333
1003558	SERVICE	34.025683	-118.281655	734437.100000
1003583	SERVICE	34.030897	-118.288633	734438.166667
1000467	TRAFFIC	0.000000	-0.000000	734179.469444
1000537	THEFT-GRAND	34.022083	-118.281584	734184.835417
1000582	ROBBERY	34.027480	-118.284680	734188.777778
1000621	ROBBERY	34.027480	-118.290430	734191.770833
1000641	THEFT-GRAND	34.025228	-118.295538	734193.052083
1000644	THEFT-MOTOR VEHICLE	34.020407	-118.282071	734192.250000
1000646	THEFT-MOTOR VEHICLE	34.030789	-118.287154	734192.500000
1000660	TRAFFIC	34.024268	-118.287553	734193.532639
1000661	TRAFFIC	34.024268	-118.287553	734193.458333
1000668	THEFT-MOTOR VEHICLE	0.000000	-0.000000	734193.750000
1000742	THEFT-MOTOR VEHICLE	0.000000	-0.000000	734194.416667
1000801	ROBBERY	34.025646	-118.296234	734204.270139
1000815	TRAFFIC	34.024268	-118.287553	734201.444444
1000816	TRAFFIC	34.024268	-118.287553	734201.437500
1000818	TRAFFIC	34.024268	-118.287553	734201.481250
1000819	TRAFFIC	34.024268	-118.287553	734201.436806
1000898	THEFT-GRAND	34.028814	-118.284165	734211.824306
1000938	THEFT-MOTOR VEHICLE	34.030130	-118.281160	734217.979167
1001063	THEFT-GRAND	34.024044	-118.285626	734226.756944
1001084	THEFT-MOTOR VEHICLE	34.028190	-118.281950	734222.666667
1001099	THEFT-MOTOR VEHICLE	34.020407	-118.282071	734229.770833
1001122	THEFT-MOTOR VEHICLE	34.029889	-118.288965	734227.958333
1001128	TRAFFIC	34.024268	-118.287553	734228.618056
1001129	TRAFFIC	34.024268	-118.287553	734229.527778
1001139	THEFT-MOTOR VEHICLE	34.019247	-118.276105	734233.664583
1001168	EH&S	34.020068	-118.289830	734235.775694
1001191	TRAFFIC	34.018303	-118.283409	734236.652778
1001264	THEFT-MOTOR VEHICLE	34.019742	-118.277213	734181.833333
1001265	THEFT-MOTOR VEHICLE	34.018303	-118.283409	734243.395833
1001357	THEFT-MOTOR VEHICLE	34.025182	-118.282720	734248.781250
1001445	THEFT-PETTY	34.019041	-118.281747	734249.010417
1001471	THEFT-MOTOR VEHICLE	34.017690	-118.281912	734255.416667
1001509	THEFT-MOTOR VEHICLE	34.030477	-118.291546	734260.968750
1001515	THEFT-PETTY	34.020598	-118.286592	734260.618056
1004403	BURGLARY	34.026282	-118.284165	734494.750000
1004404	BURGLARY	34.021364	-118.286433	734498.805556
1004412	BURGLARY	34.023158	-118.295904	734500.666667
1100014	BURGLARY	34.030013	-118.287097	734495.312500
1100053	BURGLARY	34.025100	-118.280220	734488.500000
1100060	BURGLARY	34.019274	-118.290295	734488.437500
1100063	BURGLARY	34.031752	-118.288633	734510.500000
1100152	BURGLARY	34.030925	-118.290133	734519.010417
1100156	BURGLARY	34.021418	-118.255621	734517.625000
1100161	BURGLARY	34.034631	-118.285330	734518.833333
1100230	BURGLARY	34.027370	-118.287770	734525.031250
1100249	BURGLARY	34.031283	-118.288633	734525.875000
1100427	PROPERTY	34.060762	-118.205804	734539.416667
1100447	BURGLARY	34.029684	-118.290133	734540.831944
1100473	BURGLARY	34.029864	-118.290465	734540.708333
1100502	BURGLARY	34.020093	-118.287066	734545.811806
1100506	BURGLARY	34.032663	-118.288455	734539.940972
1100510	BURGLARY	34.027480	-118.287160	734546.451389
1100563	BURGLARY	34.032928	-118.276850	734550.006944
1100565	BURGLARY	34.032028	-118.290133	734546.583333
1100595	BURGLARY	34.029629	-118.290133	734552.687500
1100611	BURGLARY	34.032663	-118.286743	734554.125000
1100620	BURGLARY	34.026672	-118.284165	734554.784722
1100626	BURGLARY	34.030925	-118.290133	734555.083333
1100715	ROBBERY	34.024037	-118.284208	734561.263889
1100717	THEFT-GRAND AUTO	34.020863	-118.293298	734561.395833
1100724	BURGLARY	34.019122	-118.290751	734562.125000
1100744	PROPERTY	34.021103	-118.281659	734563.010417
1100834	ROBBERY	34.025952	-118.284165	734569.874306
1100844	PROPERTY	34.024268	-118.287553	734570.604167
1100894	ROBBERY	34.018337	-118.289181	734574.958333
1100897	THEFT-GRAND AUTO	34.028794	-118.284165	734574.812500
1100899	BURGLARY	34.021817	-118.279977	734575.833333
1100937	BURGLARY	34.027370	-118.287770	734581.543750
1003603	SERVICE	34.023468	-118.285284	734439.584028
1003618	SERVICE	34.025646	-118.296234	734440.625000
1003759	SERVICE	34.023991	-118.286299	734442.437500
1003768	SERVICE	34.019274	-118.290295	734437.875000
1003805	SERVICE	34.020289	-118.290330	734449.819444
1003819	SERVICE	34.025683	-118.281655	734380.791667
1003942	SERVICE	34.021817	-118.279977	734448.708333
1003949	SERVICE	34.028537	-118.286334	734456.958333
1003959	SERVICE	34.028135	-118.280852	734460.013889
1003977	SERVICE	34.025683	-118.281655	734461.006944
1003980	SERVICE	34.026340	-118.280780	734461.239583
1003995	SERVICE	34.022133	-118.297264	734369.875000
1004010	SERVICE	34.019192	-118.293071	734462.472222
1004035	SERVICE	34.025100	-118.280220	734463.041667
1004061	SERVICE	34.021153	-118.283985	734466.716667
1004211	SERVICE	34.021945	-118.283807	734477.416667
1004218	SERVICE	34.020084	-118.287123	734477.677083
1004241	SERVICE	34.017690	-118.281912	734478.375000
1004264	SERVICE	34.023850	-118.295135	734481.559028
1004291	SERVICE	34.026267	-118.288365	734483.286806
1004307	SERVICE	34.032928	-118.276850	734386.666667
1004369	SERVICE	34.030130	-118.281160	734489.916667
1004371	SERVICE	34.019863	-118.294926	734491.722222
1004399	SERVICE	34.019274	-118.290295	734496.722222
1004401	BURGLARY	34.025957	-118.284165	734497.895833
1004410	SERVICE	34.029219	-118.287221	734471.541667
1100016	SERVICE	34.026980	-118.281808	734507.645833
1100039	SERVICE	34.061416	-118.204854	734492.166667
1100078	SERVICE	34.027312	-118.277503	734512.958333
1100086	SERVICE	34.028794	-118.284165	734318.402778
1100103	SERVICE	34.021945	-118.283807	734502.695139
1100123	SERVICE	34.024916	-118.288297	734514.104167
1100237	SERVICE	34.029193	-118.287586	734525.958333
1000577	BATTERY	34.019251	-118.283547	734188.420139
1000602	BATTERY	34.026670	-118.278900	734190.104167
1000670	ROBBERY	34.020950	-118.294391	734194.708333
1000689	BATTERY	34.028190	-118.281950	734195.394444
1000715	BATTERY	34.028252	-118.282196	734197.097222
1000725	ROBBERY	34.028474	-118.279748	734198.114583
1001011	BATTERY	34.028190	-118.281950	734223.027778
1001037	BATTERY	34.021103	-118.281659	734225.048611
1001065	BATTERY	34.034415	-118.283989	734226.864583
1001288	BATTERY	34.019863	-118.295046	734245.061806
1001379	BATTERY	34.028540	-118.282420	734251.069444
1001579	BATTERY	34.021447	-118.281706	734265.083333
1001643	BATTERY	34.028135	-118.280852	734271.072917
1001664	BATTERY	34.024775	-118.287983	734272.652778
1001746	BATTERY	34.028669	-118.291539	734282.319444
1001838	HOMICIDE	34.024626	-118.295870	734297.718750
1001873	BATTERY	34.030766	-118.274381	734302.031250
1001960	BATTERY	34.021817	-118.279977	734313.774306
1001961	TRESPASS	34.062052	-118.201433	734313.500000
1002064	FIRE	34.059829	-118.204808	734328.145833
1002074	FIRE	34.066581	-118.196010	734330.225694
1002084	ROBBERY	34.020159	-118.283717	734331.746528
1002113	BATTERY	34.021475	-118.282179	734335.518750
1002122	BATTERY	34.025524	-118.287581	734336.010417
1002401	BATTERY	34.027540	-118.280960	734370.055556
1002541	BATTERY	34.029017	-118.283938	734379.103472
1002602	BATTERY	34.027386	-118.283957	734382.618056
1002646	BATTERY	34.027386	-118.283957	734385.534722
1002683	BATTERY	34.025683	-118.281655	734388.500000
1002717	BATTERY	34.023890	-118.288746	734389.975694
1002762	BATTERY	34.013504	-118.260584	734392.661806
1002763	BATTERY	34.020159	-118.283717	734392.820833
1002765	BATTERY	34.013841	-118.282965	734392.812500
1002895	BATTERY	34.062052	-118.201433	734399.437500
1002905	BATTERY	34.025683	-118.281655	734400.097222
1003087	BATTERY	34.018831	-118.289536	734413.010417
1001519	THEFT-PETTY	34.020598	-118.286592	734260.700694
1001553	THEFT-MOTOR VEHICLE	34.034942	-118.283432	734262.011111
1001637	THEFT-MOTOR VEHICLE	34.020289	-118.290330	734254.416667
1001639	THEFT-MOTOR VEHICLE	34.025182	-118.282720	734264.708333
1001825	THEFT-PETTY	34.020598	-118.286592	734295.540278
1001830	THEFT-MOTOR VEHICLE	34.019742	-118.277213	734293.729167
1001876	THEFT-GRAND	34.032663	-118.286861	734302.769444
1001879	ROBBERY	34.031063	-118.290133	734302.916667
1001893	THEFT-MOTOR VEHICLE	34.020289	-118.290330	734303.375000
1001989	THEFT-MOTOR VEHICLE	34.019247	-118.276105	734314.281250
1001999	THEFT-MOTOR VEHICLE	34.022083	-118.281584	734305.687500
1002032	THEFT-GRAND	34.030766	-118.274381	734322.100694
1002209	THEFT-MOTOR VEHICLE	34.027310	-118.290340	734347.083333
1002213	THEFT-MOTOR VEHICLE	34.020407	-118.282071	734333.520833
1002214	THEFT-MOTOR VEHICLE	34.021461	-118.288965	734349.416667
1002269	THEFT-PETTY	34.020598	-118.286592	734356.416667
1002290	EH&S	34.062425	-118.203742	734360.274306
1002417	ROBBERY	34.021935	-118.280085	734371.041667
1002517	THEFT-MOTOR VEHICLE	34.020407	-118.282071	734377.250000
1002528	ROBBERY	34.028669	-118.291539	734378.444444
1002659	ROBBERY	34.018303	-118.283409	734385.911806
1002684	ROBBERY	34.018303	-118.283409	734388.694444
1002813	ROBBERY	34.028669	-118.291539	734395.927083
1002815	THEFT-MOTOR VEHICLE	34.062935	-118.201393	734394.708333
1002884	THEFT-GRAND	34.025646	-118.296234	734399.022222
1002971	ROBBERY	34.021763	-118.296404	734405.041667
1003017	THEFT-MOTOR VEHICLE	34.020289	-118.290330	734405.416667
1003047	TRAFFIC	34.024268	-118.287553	734409.473611
1003237	ROBBERY	34.018303	-118.283409	734419.079861
1003448	THEFT-MOTOR VEHICLE	34.020289	-118.290330	734428.504861
1003539	EH&S	34.060235	-118.204455	734434.833333
1003664	THEFT-MOTOR VEHICLE	34.022083	-118.281584	734442.875000
1003665	THEFT-MOTOR VEHICLE	34.022083	-118.281584	734442.799306
1100940	BURGLARY	34.026267	-118.288365	734575.048611
1100942	BURGLARY	34.021935	-118.280085	734582.833333
1100994	PROPERTY	34.028263	-118.288491	734586.895833
1101008	BURGLARY	34.025524	-118.287581	734588.875000
1101037	BURGLARY	34.022052	-118.257100	734574.895833
1101038	BURGLARY	34.018174	-118.298480	734565.592361
1101040	BURGLARY	34.030457	-118.289972	734572.895833
1101041	BURGLARY	34.032060	-118.282060	734588.979167
1101055	BURGLARY	34.024044	-118.285626	734591.770833
1101072	BURGLARY	34.019487	-118.289477	734593.310417
1101098	SERVICE	34.060090	-118.205322	734595.262500
1101102	BURGLARY	34.025524	-118.287581	734594.625000
1101104	BURGLARY	34.090220	-118.212037	734595.125000
1101148	BURGLARY	34.032083	-118.287302	734598.791667
1101150	BURGLARY	34.025770	-118.279550	734598.947917
1101203	BURGLARY	34.031301	-118.285165	734601.937500
1101242	ROBBERY	34.028383	-118.283954	734604.885417
1101246	PROPERTY	34.098029	-118.205588	734605.250000
1101264	PROPERTY	34.023123	-118.290789	734606.510417
1101273	BURGLARY	34.020659	-118.263666	734587.996528
1101279	PROPERTY	34.019288	-118.286337	734606.583333
1101314	THEFT-GRAND AUTO	34.117195	-118.290978	734605.833333
1101354	ROBBERY	34.028120	-118.279272	734612.005556
1101356	BURGLARY	34.032663	-118.287889	734611.958333
1101364	PROPERTY	0.000000	-0.000000	734594.500000
1101416	BURGLARY	34.016320	-118.254399	734616.958333
1101422	BURGLARY	34.018831	-118.289536	734616.104167
1101524	BURGLARY	34.029682	-118.288633	734622.020833
1101555	BURGLARY	34.025524	-118.287581	734623.854167
1101566	BURGLARY	34.016727	-118.279450	734622.708333
1101567	BURGLARY	34.019708	-118.290034	734621.770833
1101633	BURGLARY	34.025524	-118.287581	734631.083333
1101634	PROPERTY	34.061451	-118.200066	734631.625000
1101692	BURGLARY	34.028263	-118.289320	734636.750000
1100239	SERVICE	34.029528	-118.282313	734526.010417
1100252	SERVICE	34.062052	-118.201433	734527.302083
1100253	SERVICE	34.062052	-118.201433	734524.427083
1100264	SERVICE	34.028780	-118.283040	734525.062500
1100266	SERVICE	34.030130	-118.281160	734522.645833
1100275	SERVICE	34.019533	-118.280944	734528.236111
1100288	SERVICE	34.062580	-118.202705	734529.559028
1100307	SERVICE	34.062052	-118.201433	734530.288194
1100316	SERVICE	34.026363	-118.288413	734531.034722
1100324	SERVICE	34.020289	-118.290330	734531.395833
1100330	SERVICE	34.032928	-118.276850	734524.958333
1100331	SERVICE	34.019351	-118.282112	734531.861111
1100340	SERVICE	0.000000	-0.000000	734532.062500
1100446	SERVICE	34.021103	-118.281659	734540.840278
1100456	SERVICE	34.061739	-118.202425	734542.708333
1100470	SERVICE	34.019247	-118.276105	734542.555556
1100478	SERVICE	34.025683	-118.281655	734544.055556
1100504	SERVICE	34.019122	-118.290751	734545.933333
1100554	SERVICE	0.000000	-0.000000	734550.361111
1100618	SERVICE	34.020965	-118.285538	734554.506250
1100623	SERVICE	34.028954	-118.278704	734554.944444
1100636	SERVICE	34.063067	-118.204029	734551.447917
1100651	SERVICE	34.020407	-118.282071	734557.361806
1100661	SERVICE	34.019122	-118.290751	734555.250000
1100697	SERVICE	34.028954	-118.278704	734559.375000
1100725	SERVICE	34.030646	-118.284339	734562.090278
1100738	SERVICE	34.062399	-118.202007	734562.602778
1100741	SERVICE	34.030295	-118.281556	734562.791667
1100748	SERVICE	34.021945	-118.283807	734523.431944
1100752	SERVICE	34.019122	-118.290751	734563.472222
1100768	SERVICE	34.020194	-118.285760	734564.416667
1100779	SERVICE	34.021475	-118.282179	734565.458333
1100782	SERVICE	34.021301	-118.288016	734551.697222
1003725	THEFT-MOTOR VEHICLE	34.024244	-118.280648	734440.906250
1003729	ROBBERY	34.028380	-118.288837	734446.046528
1003824	ROBBERY	34.027418	-118.288220	734450.916667
1003859	THEFT-MOTOR VEHICLE	34.022083	-118.281584	734445.500000
1003889	THEFT-GRAND	34.018337	-118.289181	734454.849306
1003926	THEFT-MOTOR VEHICLE	34.022083	-118.281584	734457.270833
1003948	THEFT-MOTOR VEHICLE	34.022083	-118.281584	734457.354167
1003966	EH&S	34.020289	-118.290330	734460.534722
1003985	THEFT-MOTOR VEHICLE	34.027480	-118.290430	734459.791667
1003991	THEFT-MOTOR VEHICLE	34.019500	-118.280089	734457.708333
1003992	THEFT-MOTOR VEHICLE	34.024789	-118.289427	734460.697917
1004009	TRAFFIC	34.021945	-118.283807	734462.472222
1004050	EH&S	34.060090	-118.205322	734465.760417
1004340	ROBBERY	34.018303	-118.283409	734486.625000
1004368	THEFT-MOTOR VEHICLE	34.024789	-118.289427	734489.333333
1004394	THEFT-MOTOR VEHICLE	34.022083	-118.281584	734495.322917
1100004	ROBBERY	34.042796	-118.284130	734506.652778
